Product,Category,Customer,Region,Date,Quantity,Unit Price,Discount,Cost,Sales
Mouse,Office,Cust_456,UK,23-03-2023,1,1594,0.03,704,1546.18
Keyboard,Electronics,Cust_48,UK,25-11-2023,5,1691,0.28,351,6087.6
Tablet,Accessories,Cust_11,Canada,01-03-2022,2,1833,0.07,1015,3409.38
Phone,Accessories,Cust_38,India,02-08-2024,4,198,0.15,1070,673.2
Keyboard,Electronics,Cust_191,Canada,27-02-2023,1,969,0.12,1052,852.72
Printer,Accessories,Cust_466,Australia,19-04-2023,9,814,0.28,874,5274.72
Mouse,Office,Cust_112,Canada,20-05-2022,1,1555,0.05,401,1477.25
Phone,Accessories,Cust_116,USA,28-12-2023,5,1625,0.12,1100,7150
Tablet,Electronics,Cust_285,UK,29-01-2023,7,1971,0.24,240,10485.72
Printer,Accessories,Cust_271,UK,28-05-2024,5,432,0.01,102,2138.4
Phone,Accessories,Cust_374,Germany,09-03-2024,6,1800,0.06,1150,10152
Mouse,Electronics,Cust_333,UK,21-03-2022,8,138,0.21,600,8721.6
Monitor,Accessories,Cust_231,Canada,15-06-2023,2,155,0.08,317,285.2
Printer,Electronics,Cust_231,Germany,12-01-2024,4,318,0.24,388,966.72
Laptop,Accessories,Cust_464,Germany,08-10-2023,9,1916,0.28,1313,12415.68
Printer,Accessories,Cust_123,Australia,20-07-2023,5,1304,0.23,553,5020.4
Tablet,Office,Cust_350,Germany,03-05-2023,8,1765,0.16,1247,11860.8
Phone,Accessories,Cust_272,India,21-10-2024,8,773,0.23,1375,4761.68
Printer,Accessories,Cust_211,Canada,06-03-2022,6,1858,0.24,189,8472.48
Mouse,Electronics,Cust_347,USA,11-12-2022,9,1740,0.28,99,11275.2
Phone,Electronics,Cust_141,UK,25-10-2023,7,1972,0.24,178,10491.04
Headphones,Electronics,Cust_247,Australia,16-09-2023,3,1126,0.08,227,3107.76
Tablet,Electronics,Cust_329,UK,25-06-2022,7,1774,,950,115487.4
Keyboard,Office,Cust_491,India,18-08-2023,3,1631,0.2,1079,3914.4
Mouse,Electronics,Cust_282,India,02-01-2023,1,1481,0.19,629,1199.61
Mouse,Accessories,Cust_243,Germany,07-12-2023,1,1474,0.2,1361,1179.2
Mouse,Office,Cust_193,USA,09-06-2023,9,180,0.25,40,1215
Printer,Accessories,Cust_128,UK,18-01-2022,3,1254,0.2,1049,3009.6
Keyboard,Electronics,Cust_166,Canada,19-10-2023,8,205,0.14,1108,1410.4
Printer,Electronics,Cust_168,UK,26-09-2022,5,1698,0.07,1436,7895.7
Headphones,Office,Cust_61,Australia,05-07-2023,2,1477,0.22,945,2304.12
Headphones,Office,Cust_440,Australia,27-12-2022,3,1547,0.3,187,3248.7
Keyboard,Office,Cust_377,Canada,09-03-2022,8,66,0.02,174,517.44
Laptop,Accessories,Cust_137,Germany,07-09-2023,8,672,0.24,389,40857.6
Tablet,Electronics,Cust_202,UK,21-09-2024,7,986,0.02,536,6763.96
Headphones,Accessories,Cust_141,Germany,23-10-2023,1,1868,0.03,1279,1811.96
Mouse,Office,Cust_199,India,21-01-2022,4,1288,0.01,159,5100.48
Monitor,Office,Cust_274,Germany,22-08-2023,2,1352,0.24,39,2055.04
Monitor,Accessories,Cust_120,UK,12-04-2024,2,478,0.01,459,946.44
Printer,Electronics,Cust_410,USA,19-05-2022,8,1960,0.12,974,13798.4
Monitor,Electronics,Cust_267,Australia,04-03-2023,1,354,0.09,579,322.14
Headphones,Accessories,Cust_146,UK,23-02-2024,8,50,0.27,840,292
Printer,Electronics,Cust_304,Canada,13-04-2023,4,1580,0.29,1349,4487.2
Phone,Accessories,Cust_29,Australia,09-02-2024,3,1575,0.28,277,3402
Keyboard,Office,Cust_149,USA,04-02-2022,7,1265,0.24,1184,6729.8
Laptop,Accessories,Cust_181,Canada,04-09-2023,1,540,0.23,360,415.8
Monitor,Electronics,Cust_88,Australia,02-05-2023,3,1279,0.01,1025,3798.63
Mouse,Office,Cust_39,USA,11-06-2022,6,1138,0.04,472,6554.88
Keyboard,Electronics,Cust_344,Germany,06-09-2022,3,308,0.05,271,877.8
Tablet,Accessories,Cust_170,India,15-09-2023,3,373,0.11,296,995.91
Printer,Electronics,Cust_439,India,24-12-2023,6,311,0.2,729,1492.8
Printer,Accessories,Cust_114,USA,09-02-2024,1,1197,0.09,1259,1089.27
Mouse,Electronics,Cust_155,UK,05-07-2024,5,150,0.08,492,690
Laptop,Office,Cust_223,UK,15-06-2023,8,1244,0.28,596,7165.44
Mouse,Office,Cust_202,UK,05-12-2024,6,1589,0.19,495,7722.54
Mouse,Electronics,Cust_443,India,22-07-2024,4,488,0.19,1174,1581.12
Monitor,Office,Cust_149,UK,03-04-2024,4,1807,0.12,1203,6360.64
Headphones,Accessories,Cust_330,UK,08-02-2024,1,1568,0.2,234,1254.4
Keyboard,Electronics,Cust_280,Germany,23-05-2024,8,487,0.1,1101,3506.4
Mouse,Electronics,Cust_115,Canada,17-08-2024,7,204,0.19,1174,1156.68
Tablet,Electronics,Cust_266,India,21-04-2022,7,390,0.05,366,2593.5
Headphones,Accessories,Cust_372,India,20-01-2024,3,612,0.2,959,1468.8
Mouse,Office,Cust_295,UK,22-10-2024,6,152,0,1020,912
Printer,Electronics,Cust_379,UK,28-01-2022,5,1919,0.09,997,8731.45
Printer,Electronics,Cust_419,Canada,04-08-2022,8,716,0.22,1234,4467.84
,Accessories,Cust_73,India,13-09-2024,8,1565,0.08,1129,11518.4
Headphones,Accessories,Cust_465,Australia,28-06-2022,7,1003,0.07,212,6529.53
Phone,Accessories,Cust_104,USA,02-05-2024,9,254,0.25,70,1714.5
Keyboard,Electronics,Cust_489,Australia,18-12-2024,4,203,0.13,1067,706.44
Printer,Accessories,Cust_31,Canada,07-07-2023,1,316,0.28,890,227.52
Keyboard,Electronics,Cust_165,USA,15-02-2024,4,475,0.11,243,1691
Keyboard,Office,Cust_31,Canada,15-09-2022,7,406,0.22,891,2216.76
Mouse,Electronics,Cust_403,Australia,04-02-2023,4,1724,0.22,379,5378.88
Mouse,Office,Cust_38,India,20-04-2022,6,192,0.29,47,817.92
Headphones,Accessories,Cust_58,Germany,01-10-2024,1,475,0.03,1108,460.75
Laptop,Electronics,Cust_58,USA,12-02-2024,1,253,0.1,518,227.7
Phone,Electronics,Cust_94,Canada,03-04-2023,6,812,0.15,1341,4141.2
Phone,Office,Cust_88,Canada,03-03-2023,4,1210,0.15,383,4114
Tablet,Accessories,Cust_189,UK,09-04-2022,3,1863,0.17,860,4638.87
Printer,Electronics,Cust_129,India,18-04-2023,4,1283,0.19,,4156.92
Tablet,Office,Cust_424,Canada,04-11-2022,7,1160,0.2,834,6496
Tablet,Electronics,Cust_249,Germany,09-04-2024,7,1525,0.3,86,7472.5
Keyboard,Accessories,Cust_497,Canada,31-10-2022,8,307,0.17,685,2038.48
Headphones,Electronics,Cust_255,USA,26-01-2024,5,168,0.29,193,596.4
Phone,Accessories,Cust_266,USA,27-01-2023,3,1626,0.17,286,4048.74
Tablet,Accessories,Cust_149,Germany,27-05-2023,3,183,0.24,367,417.24
Headphones,Office,Cust_375,Australia,21-05-2022,1,805,0.17,1467,668.15
Mouse,Accessories,Cust_369,India,12-06-2024,7,1209,0.22,429,6601.14
Keyboard,Accessories,Cust_444,UK,02-08-2024,5,207,0.29,831,734.85
Printer,Electronics,Cust_370,Canada,10-12-2024,8,671,0.22,665,4187.04
Headphones,Accessories,Cust_217,UK,24-07-2023,4,50,0.13,1182,174
Monitor,Office,Cust_378,Germany,14-01-2022,7,836,0.05,,5559.4
Keyboard,Electronics,Cust_368,Germany,01-07-2022,2,400,0.15,613,680
Printer,Electronics,Cust_33,Australia,10-07-2023,7,1964,0.26,737,10173.52
Headphones,Electronics,Cust_197,Australia,20-09-2022,2,1897,0.03,1119,3680.18
Monitor,Electronics,Cust_288,UK,27-04-2023,6,885,0.18,452,4354.2
Headphones,Office,Cust_425,Germany,18-01-2024,6,1178,0.17,1336,58664.4
Monitor,Office,Cust_357,USA,19-10-2023,7,260,0.03,321,1765.4
Monitor,Electronics,Cust_158,Australia,27-01-2023,6,96,0.1,750,518.4
Laptop,Accessories,Cust_303,India,04-12-2023,6,1297,0.15,1430,6614.7
Headphones,Electronics,Cust_184,Canada,04-10-2022,1,353,0.07,,328.29
Laptop,Electronics,Cust_263,Germany,21-01-2024,3,665,0.25,911,1496.25
Phone,Accessories,Cust_89,Canada,05-01-2023,4,155,0.19,466,502.2
Monitor,Electronics,Cust_401,Australia,15-12-2023,4,1960,0.19,1491,6350.4
Mouse,Accessories,Cust_113,India,13-12-2024,9,249,0.13,1157,1949.67
Monitor,Accessories,Cust_39,Canada,22-06-2022,3,610,0.02,953,1793.4
Phone,Accessories,Cust_94,UK,14-07-2022,3,1005,0,62,3015
Keyboard,Office,Cust_140,Germany,25-10-2023,5,799,0.17,133,3315.85
Printer,Office,Cust_403,UK,04-02-2022,3,465,0.07,,1297.35
Laptop,Electronics,Cust_54,Australia,14-02-2022,9,815,0.3,1029,5134.5
Monitor,Accessories,Cust_461,UK,03-04-2022,4,1809,,1264,6078.24
Tablet,Office,Cust_220,India,12-08-2023,4,1215,0.09,208,4422.6
Keyboard,Electronics,Cust_349,UK,25-03-2022,6,485,0.02,1018,2851.8
Mouse,Office,Cust_166,Australia,26-06-2023,1,1174,0.25,211,880.5
Keyboard,Accessories,Cust_229,Australia,18-07-2024,5,416,0.24,491,1580.8
Monitor,Office,Cust_332,India,04-09-2022,9,713,0.22,240,5005.26
Headphones,Accessories,Cust_331,Australia,17-10-2023,6,308,0.15,81,1570.8
Monitor,Office,Cust_106,India,14-11-2022,6,333,0.11,1259,1778.22
Phone,Office,Cust_196,UK,14-08-2023,5,700,0.26,719,2590
Laptop,Electronics,Cust_335,UK,27-06-2024,4,54,0.04,770,207.36
Printer,Office,Cust_67,Germany,05-06-2022,7,1659,0.17,488,9638.79
Tablet,Electronics,Cust_433,Australia,23-01-2022,2,541,0.25,89,811.5
Mouse,Electronics,Cust_48,Germany,04-05-2023,9,1459,0.01,820,12999.69
Keyboard,Office,Cust_191,Germany,21-04-2023,9,1445,0.27,750,9493.65
Phone,Electronics,Cust_126,Australia,13-08-2023,9,686,0.02,744,6050.52
Phone,Office,Cust_80,UK,24-04-2023,4,1954,0.09,101,7112.56
Laptop,Accessories,Cust_400,Australia,01-03-2024,7,1886,0.18,675,10825.64
Monitor,Electronics,Cust_47,USA,31-03-2023,3,423,0,866,1269
Laptop,Accessories,Cust_428,Germany,19-02-2022,3,182,0,1024,546
Mouse,Accessories,Cust_327,Canada,14-08-2022,3,1714,0.29,598,3650.82
Laptop,Office,Cust_243,Australia,13-03-2022,8,1966,0.13,241,13683.36
Monitor,Office,Cust_147,USA,11-11-2024,4,1620,0.12,1276,5702.4
Phone,Office,Cust_423,Australia,15-11-2024,3,717,0.01,1206,2129.49
Laptop,Office,Cust_311,UK,19-07-2023,6,1163,0.21,283,5512.62
Keyboard,Office,Cust_288,India,25-07-2023,6,1697,0.14,586,8756.52
Mouse,Electronics,Cust_375,Germany,21-08-2024,3,1249,0.13,1327,3259.89
Monitor,Accessories,Cust_56,Canada,28-06-2023,4,330,0.14,1302,1135.2
Phone,Accessories,Cust_300,Germany,25-08-2024,7,1548,0.25,380,8127
Mouse,Electronics,Cust_395,Germany,09-04-2022,2,946,0.15,806,1608.2
Printer,Electronics,Cust_394,USA,31-10-2022,4,888,0.25,1010,2664
Headphones,Electronics,Cust_445,USA,23-08-2023,2,670,0.24,148,1018.4
Monitor,Electronics,Cust_252,India,10-05-2023,9,900,0.06,655,7614
Monitor,Electronics,Cust_330,India,04-05-2024,2,582,0.06,1313,1094.16
Phone,Electronics,Cust_457,UK,03-02-2024,1,1105,0.24,80,839.8
Monitor,Electronics,Cust_23,UK,20-03-2023,7,1189,0.14,616,7157.78
Headphones,Office,Cust_353,India,06-03-2024,1,1134,0.02,1264,1111.32
Printer,Accessories,Cust_111,Australia,12-08-2023,4,1996,,953,7265.44
Phone,Office,Cust_289,Australia,20-08-2023,4,293,0.24,481,890.72
Headphones,Office,Cust_59,UK,14-12-2022,4,1052,0.01,595,4165.92
Headphones,Office,Cust_21,Germany,08-03-2022,4,134,0.18,1164,439.52
Tablet,Electronics,Cust_255,Canada,29-03-2023,7,704,0.06,1462,4632.32
Mouse,Office,Cust_133,UK,26-09-2024,8,1558,0.04,870,11965.44
Monitor,Office,Cust_487,Australia,20-11-2023,1,1506,0.3,93,1054.2
Laptop,Electronics,Cust_62,India,29-05-2022,8,917,0.17,954,6088.88
Headphones,Accessories,Cust_33,Australia,26-04-2024,9,771,0.2,1489,5551.2
Laptop,Accessories,Cust_382,Australia,15-07-2022,1,698,0.27,245,509.54
Headphones,Office,Cust_86,USA,06-07-2023,4,347,0.3,75,971.6
Monitor,Accessories,Cust_431,Canada,25-09-2022,5,1033,0.24,1051,3925.4
Headphones,Office,Cust_404,India,09-04-2023,6,1567,0.07,1382,8743.86
Mouse,Accessories,Cust_418,Germany,24-09-2022,4,65,0.29,88,184.6
Laptop,Office,Cust_438,UK,20-07-2024,2,230,0.18,899,377.2
Mouse,Electronics,Cust_338,Australia,17-09-2022,2,835,0.08,238,1536.4
Keyboard,Electronics,Cust_376,Germany,22-08-2024,4,1793,0.19,1094,5809.32
Laptop,Office,Cust_224,UK,09-05-2022,8,1939,0.02,171,15201.76
Tablet,Electronics,Cust_237,India,09-06-2023,9,1508,0.08,832,12486.24
Tablet,Accessories,Cust_263,USA,27-09-2023,7,842,0.18,908,4833.08
Headphones,Accessories,Cust_185,UK,18-04-2024,8,1450,0.13,945,10092
Headphones,Office,Cust_319,Australia,31-07-2023,5,927,0.04,104,4449.6
Phone,Accessories,Cust_260,Germany,15-03-2022,3,1755,0.07,760,4896.45
Phone,Accessories,Cust_282,UK,25-02-2022,8,1443,0.17,872,9581.52
Tablet,Electronics,Cust_283,UK,19-06-2022,9,129,0.29,143,824.31
Mouse,Office,Cust_229,Germany,22-03-2023,7,1984,0.11,1089,12360.32
Mouse,Accessories,Cust_217,UK,17-04-2023,7,1051,0.25,132,5517.75
Mouse,Office,Cust_326,Australia,05-06-2024,3,1572,0.03,1481,4574.52
Laptop,Accessories,Cust_497,USA,27-11-2024,5,580,0.16,1042,2436
Headphones,Accessories,Cust_336,India,27-05-2024,9,379,0.14,168,2933.46
,Accessories,Cust_130,USA,06-11-2023,7,1344,0.25,1105,7056
Mouse,Office,Cust_170,UK,04-11-2022,3,622,0.17,1177,1548.78
Laptop,Electronics,Cust_324,Canada,13-04-2024,7,781,0.22,643,4264.26
Headphones,Electronics,Cust_137,India,07-04-2024,2,459,0.27,1037,670.14
Keyboard,Accessories,Cust_221,USA,26-11-2023,7,1024,0.09,1187,6522.88
Laptop,Office,Cust_359,Canada,13-06-2022,7,305,0.08,452,1964.2
Headphones,Electronics,Cust_368,Australia,15-02-2022,9,1748,0.14,1486,13529.52
Phone,Electronics,Cust_276,Canada,03-01-2024,2,1706,0.27,251,2490.76
Printer,Electronics,Cust_286,India,04-11-2024,3,1641,0.02,788,4824.54
Phone,Accessories,Cust_71,Canada,21-11-2024,1,948,0.1,1323,853.2
Monitor,Accessories,Cust_188,USA,20-12-2022,6,1024,0.09,908,5591.04
Laptop,Accessories,Cust_80,Germany,17-02-2022,8,587,0.13,878,4085.52
Laptop,Office,Cust_116,Australia,31-08-2023,3,712,0.05,1247,2029.2
Mouse,Accessories,Cust_207,UK,14-03-2024,3,464,0.07,531,1294.56
Laptop,Office,Cust_323,Australia,22-10-2024,1,1298,0.15,1141,1103.3
Monitor,Accessories,Cust_308,UK,06-05-2023,8,693,0.15,1242,4712.4
Phone,Electronics,Cust_280,USA,18-01-2022,7,1606,0.28,1171,8094.24
Printer,Office,Cust_88,Canada,02-10-2023,4,1202,0.29,1022,3413.68
Keyboard,Accessories,Cust_1,India,17-06-2022,5,1367,0.1,905,6151.5
Monitor,Electronics,Cust_232,Australia,07-03-2024,2,1670,0.26,983,2471.6
Printer,Accessories,Cust_359,USA,20-12-2022,4,1131,0.07,843,4207.32
Keyboard,Accessories,Cust_287,UK,18-01-2024,3,1137,0.22,577,2660.58
Monitor,Accessories,Cust_57,USA,09-02-2024,2,766,0.26,449,1133.68
Headphones,Office,Cust_205,USA,08-04-2023,9,293,0.17,1000,2188.71
Phone,Accessories,Cust_239,Australia,01-10-2024,9,1176,0.11,530,9419.76
Monitor,Electronics,Cust_471,UK,17-01-2023,6,1831,0.02,1351,10766.28
Laptop,Electronics,Cust_136,Germany,31-03-2023,8,210,0.24,98,1276.8
Tablet,Electronics,Cust_421,Germany,06-08-2024,4,1357,0.3,590,3799.6
Tablet,Electronics,Cust_353,Germany,31-08-2023,9,310,0.08,,2566.8
Phone,Accessories,Cust_271,India,06-06-2023,5,1984,0.06,510,9324.8
Headphones,Electronics,Cust_139,Australia,01-12-2024,6,797,0.01,1077,4734.18
Keyboard,Electronics,Cust_333,Germany,30-09-2022,8,949,0.11,981,6756.88
Printer,Electronics,Cust_481,Australia,05-04-2022,9,921,0.03,968,8040.33
Mouse,Office,Cust_319,Australia,05-01-2024,6,1069,0.08,168,5900.88
Phone,Electronics,Cust_457,Germany,11-04-2023,6,1433,0.13,334,7480.26
Phone,Electronics,Cust_167,India,04-09-2023,1,625,0.27,212,456.25
Monitor,Electronics,Cust_259,Germany,29-10-2024,3,1342,0.2,1261,3220.8
Keyboard,Accessories,Cust_266,USA,08-04-2022,8,255,0.3,94,1428
Headphones,Office,Cust_381,India,06-08-2024,5,1264,0.16,,5308.8
Laptop,Office,Cust_472,Canada,07-04-2023,4,1827,0.23,173,5627.16
Monitor,Accessories,Cust_114,Australia,06-09-2022,3,446,0.19,69,1083.78
Laptop,Electronics,Cust_242,Australia,30-07-2022,2,634,0.19,1335,1027.08
Mouse,Accessories,Cust_344,USA,05-10-2022,1,1808,0.18,1126,1482.56
Mouse,Office,Cust_493,India,30-05-2022,2,1412,0.28,1099,20332.8
Keyboard,Accessories,Cust_401,Germany,01-09-2024,3,1909,0.1,237,5154.3
Mouse,Office,Cust_88,UK,03-07-2023,6,927,0.13,798,4838.94
Keyboard,Office,Cust_130,Germany,12-12-2022,5,812,0.03,1140,3938.2
Mouse,Accessories,Cust_64,USA,07-11-2023,6,235,0.18,1240,1156.2
Keyboard,Electronics,Cust_228,Australia,19-01-2022,6,981,0.18,334,4826.52
Phone,Accessories,Cust_318,Australia,05-01-2024,6,1044,0.11,218,5574.96
Printer,Office,Cust_295,Canada,20-10-2023,5,495,0.23,740,1905.75
Monitor,Office,Cust_472,Canada,13-06-2022,8,579,0.11,987,4122.48
Laptop,Electronics,Cust_436,Germany,31-03-2022,5,1993,0.27,1489,7274.45
Phone,Accessories,Cust_144,Australia,07-04-2022,5,73,0.28,1383,262.8
Keyboard,Office,Cust_9,Canada,15-07-2023,5,832,0.12,618,3660.8
Phone,Electronics,Cust_270,Australia,12-10-2022,7,1334,0.17,350,7750.54
Printer,Office,Cust_432,India,20-01-2024,1,1380,0.05,992,1311
Laptop,Electronics,Cust_282,Germany,04-07-2024,3,1926,0.2,857,4622.4
Phone,Accessories,Cust_14,India,28-03-2022,4,1643,0.11,1212,5849.08
Printer,Office,Cust_224,UK,05-08-2024,8,255,0.14,257,1754.4
Headphones,Electronics,Cust_134,USA,19-05-2024,8,1088,0.11,206,7746.56
Monitor,Accessories,Cust_492,India,29-07-2022,5,1093,0.08,572,5027.8
Printer,Accessories,Cust_489,USA,03-08-2023,2,562,0.11,1004,1000.36
Printer,Accessories,Cust_445,UK,18-08-2022,8,1262,0.05,295,9591.2
,Office,Cust_262,Australia,08-09-2022,1,500,0.23,415,385
Monitor,Accessories,Cust_221,India,17-10-2023,6,1366,0.09,948,7458.36
Monitor,Accessories,Cust_414,India,21-08-2023,7,719,0.23,1118,3875.41
Laptop,Accessories,Cust_208,Germany,29-02-2024,5,104,0.09,925,473.2
Monitor,Accessories,Cust_165,USA,01-01-2022,4,126,0.06,1417,473.76
Printer,Office,Cust_314,USA,31-07-2022,5,258,0.26,1261,954.6
Tablet,Electronics,Cust_444,USA,14-01-2024,3,1540,0.08,1144,4250.4
Keyboard,Electronics,Cust_368,Canada,27-12-2022,7,1741,0.16,519,10237.08
Keyboard,Electronics,Cust_251,Canada,24-07-2023,6,730,,1333,3241.2
Printer,Office,Cust_40,Australia,15-02-2022,6,1495,0.28,142,6458.4
Tablet,Electronics,Cust_69,India,16-11-2024,6,916,0.17,1072,4561.68
Tablet,Accessories,Cust_225,UK,26-09-2022,3,908,0.06,1345,2560.56
Phone,Office,Cust_413,India,29-06-2022,8,1261,0.15,314,8574.8
Tablet,Office,Cust_479,India,05-06-2022,1,1658,0.21,1354,1309.82
Mouse,Electronics,Cust_93,UK,19-06-2024,2,1807,0.15,1433,3071.9
Printer,Office,Cust_134,Australia,01-10-2024,9,69,0.29,1200,440.91
Laptop,Office,Cust_456,USA,20-11-2024,2,614,0.06,272,1154.32
Mouse,Office,Cust_137,India,06-01-2023,4,371,0.15,197,1261.4
Printer,Office,Cust_490,Canada,02-06-2022,7,774,0.11,1456,4822.02
Monitor,Office,Cust_182,Canada,15-06-2023,6,1320,0.17,191,6573.6
Phone,Accessories,Cust_276,Australia,14-12-2023,7,1923,0.07,1199,12518.73
Tablet,Accessories,Cust_175,UK,14-03-2023,6,1291,0.21,999,6119.34
Mouse,Accessories,Cust_50,Canada,15-11-2022,5,177,0.14,319,761.1
Keyboard,Electronics,Cust_358,UK,04-09-2024,2,188,0.25,1467,282
Headphones,Electronics,Cust_398,Germany,17-11-2022,3,570,0.27,643,1248.3
Mouse,Office,Cust_186,Australia,18-02-2024,7,1696,0.16,307,9972.48
Tablet,Electronics,Cust_226,India,03-10-2022,7,975,0.28,1397,4914
Printer,Office,Cust_450,India,14-10-2022,1,571,0.28,548,411.12
Tablet,Electronics,Cust_219,UK,03-03-2022,5,319,0.17,548,1323.85
Phone,Electronics,Cust_359,Canada,25-09-2023,4,957,0.26,,2832.72
Printer,Office,Cust_289,Germany,08-12-2024,4,459,0.06,,1725.84
Phone,Accessories,Cust_348,Canada,06-02-2024,5,453,0.11,853,2015.85
Laptop,Accessories,Cust_319,India,16-03-2024,9,1591,0.19,983,11598.39
Monitor,Accessories,Cust_193,India,18-07-2024,6,1710,0.21,1036,8105.4
Laptop,Office,Cust_145,Australia,11-02-2022,5,1274,0.15,895,5414.5
Laptop,Electronics,Cust_59,USA,30-07-2024,1,721,0.09,1316,656.11
Keyboard,Accessories,Cust_344,Australia,05-05-2022,5,1948,0.15,1494,8279
Headphones,Electronics,Cust_492,UK,12-10-2024,2,249,0.2,716,398.4
Laptop,Accessories,Cust_272,Germany,04-01-2023,3,397,0.16,1142,1000.44
Headphones,Accessories,Cust_172,USA,22-11-2022,3,224,0.19,,544.32
Printer,Electronics,Cust_246,Germany,22-12-2023,7,1098,0.06,651,7224.84
Monitor,Electronics,Cust_157,USA,15-11-2024,2,193,0.13,639,335.82
Monitor,Accessories,Cust_89,Canada,03-01-2023,6,1369,0.1,1157,7392.6
Keyboard,Electronics,Cust_446,Australia,26-02-2024,5,366,0.23,115,1409.1
Laptop,Accessories,Cust_204,Canada,08-03-2024,9,325,0.11,1395,2603.25
Monitor,Accessories,Cust_216,Australia,29-12-2024,2,1641,0.01,1166,3249.18
Monitor,Electronics,Cust_259,Australia,25-12-2024,5,992,0.22,492,3868.8
Phone,Office,Cust_473,Germany,10-10-2023,7,538,0.21,660,2975.14
Headphones,Electronics,Cust_489,Germany,28-06-2022,1,1195,0.15,1151,1015.75
Laptop,Accessories,Cust_217,USA,05-04-2024,6,1549,0.2,1224,7435.2
Headphones,Accessories,Cust_300,India,16-06-2024,9,689,0.11,1331,5518.89
Headphones,Office,Cust_41,Australia,21-11-2022,7,546,0.05,1146,3630.9
Mouse,Accessories,Cust_137,India,17-05-2024,8,146,0.25,554,876
Phone,Office,Cust_316,India,26-04-2024,2,927,0.16,728,1557.36
Laptop,Office,Cust_73,Australia,03-10-2023,2,934,0.29,162,1326.28
Tablet,Accessories,Cust_440,Canada,22-06-2024,3,1205,0.21,400,2855.85
Laptop,Office,Cust_34,India,02-08-2023,3,1309,0.21,678,3102.33
Printer,Electronics,Cust_285,Canada,08-07-2023,6,1275,0.12,821,6732
Phone,Office,Cust_203,UK,02-04-2023,9,978,0.02,1155,8625.96
Laptop,Electronics,Cust_455,Germany,04-01-2022,6,1431,0.12,415,7555.68
Laptop,Office,Cust_287,India,11-08-2024,8,1670,0.06,237,12558.4
Phone,Electronics,Cust_343,UK,04-01-2023,2,382,0.11,1014,679.96
Printer,Office,Cust_74,USA,10-08-2024,8,1925,0.06,222,14476
Headphones,Accessories,Cust_173,UK,04-08-2024,2,562,0.29,106,798.04
Laptop,Electronics,Cust_48,USA,21-12-2022,1,779,0,1076,779
Mouse,Accessories,Cust_102,Canada,11-03-2023,3,547,0.07,236,1526.13
Headphones,Electronics,Cust_464,Australia,21-08-2024,6,1783,0.19,585,8665.38
Printer,Accessories,Cust_445,USA,26-05-2024,3,1569,0.07,798,4377.51
Phone,Accessories,Cust_115,UK,29-04-2022,1,602,0.14,963,517.72
Mouse,Accessories,Cust_359,Germany,22-11-2022,7,542,0.24,1061,2883.44
Laptop,Electronics,Cust_61,Germany,08-11-2022,9,318,0.04,123,2747.52
,Accessories,Cust_420,Germany,18-03-2023,7,1299,0.25,1479,6819.75
Printer,Office,Cust_447,Germany,29-11-2022,2,209,0.16,1265,351.12
Mouse,Office,Cust_383,Germany,14-03-2022,7,357,0.2,205,1999.2
Mouse,Office,Cust_461,USA,03-04-2023,4,598,0.03,867,2320.24
Headphones,Electronics,Cust_434,Australia,23-11-2023,4,1216,0.16,1420,4085.76
Keyboard,Accessories,Cust_382,Canada,26-05-2023,7,1153,0,1425,8071
Phone,Office,Cust_301,India,23-11-2023,2,1473,0.29,1393,2091.66
Printer,Office,Cust_479,Australia,06-04-2024,4,1848,0.23,1452,5691.84
Headphones,Accessories,Cust_265,Australia,13-08-2022,8,142,0.1,,1022.4
Keyboard,Office,Cust_190,USA,04-01-2023,8,1981,0.28,938,11410.56
Phone,Office,Cust_111,Germany,24-06-2024,5,593,0.1,1094,2668.5
Monitor,Office,Cust_227,Australia,14-06-2024,3,1031,0.11,1256,2752.77
Laptop,Accessories,Cust_258,India,23-11-2022,9,492,0.28,1241,3188.16
Phone,Accessories,Cust_302,USA,20-04-2022,1,1804,0.22,95,1407.12
Mouse,Office,Cust_164,Canada,24-11-2022,1,1677,0.01,1251,1660.23
Laptop,Accessories,Cust_320,Canada,19-01-2022,5,1439,0.09,1260,6547.45
Tablet,Accessories,Cust_418,USA,07-06-2024,7,1890,0.03,1231,12833.1
Phone,Accessories,Cust_43,Canada,24-05-2023,6,1263,0.24,1262,5759.28
Laptop,Accessories,Cust_266,Germany,24-07-2024,1,1066,0.25,398,799.5
Printer,Electronics,Cust_109,Canada,25-08-2024,2,1736,0.15,1003,2951.2
Monitor,Office,Cust_47,USA,29-01-2022,6,1508,0.01,228,8957.52
Keyboard,Electronics,Cust_127,Canada,30-11-2022,1,321,0.2,283,256.8
Headphones,Office,Cust_21,UK,22-04-2022,4,1383,0.03,1036,5366.04
Mouse,Accessories,Cust_55,Australia,03-11-2023,3,261,0.13,1153,681.21
Keyboard,Office,Cust_204,Australia,03-11-2024,5,1128,0.26,964,4173.6
Headphones,Accessories,Cust_239,USA,21-11-2024,3,857,0.14,263,2211.06
Printer,Office,Cust_221,UK,17-04-2022,4,814,0.19,1177,2637.36
Tablet,Accessories,Cust_466,Canada,23-08-2023,6,804,0.03,614,4679.28
Printer,Office,Cust_403,Australia,25-11-2023,7,1696,0.1,1324,10684.8
Mouse,Accessories,Cust_210,Australia,16-12-2022,7,218,0.08,1488,1403.92
